Tournament Name,Year,Game,Genre,Organizer,Frequency,Country,Prize Pool (USD),Prize Pool (USD)_Adjusted
PUBG Mobile Championship 221,2025,PUBG Mobile,Battle Royale,Riot Games,Quarterly,Japan,8386144.0,8386144.0
PUBG Mobile Championship 232,2023,PUBG Mobile,Battle Royale,Activision,Quarterly,India,955550.0,955550.0
PUBG Mobile Championship 232,2024,PUBG Mobile,Battle Royale,Activision,Quarterly,India,1228235.0,1228235.0
PUBG Mobile Championship 232,2025,PUBG Mobile,Battle Royale,Activision,Quarterly,India,1523083.0,1523083.0
PUBG Mobile Championship 243,2023,PUBG Mobile,Battle Royale,Krafton,Quarterly,Germany,3896249.0,3896249.0
PUBG Mobile Championship 243,2024,PUBG Mobile,Battle Royale,Krafton,Quarterly,Brazil,4388669.0,4388669.0
PUBG Mobile Championship 243,2025,PUBG Mobile,Battle Royale,Krafton,Quarterly,Germany,4963073.0,4963073.0
PUBG Mobile Championship 244,2023,PUBG Mobile,Battle Royale,Capcom,Quarterly,France,1225816.0,1225816.0
PUBG Mobile Championship 244,2024,PUBG Mobile,Battle Royale,Capcom,Quarterly,France,1406121.0,1406121.0
PUBG Mobile Championship 244,2025,PUBG Mobile,Battle Royale,Capcom,Quarterly,France,1639625.0,1639625.0
PUBG Mobile Championship 257,2023,PUBG Mobile,Battle Royale,Capcom,Quarterly,Canada,917632.0,917632.0
PUBG Mobile Championship 257,2024,PUBG Mobile,Battle Royale,Capcom,Quarterly,Canada,1110558.0,1110558.0
PUBG Mobile Championship 257,2025,PUBG Mobile,Battle Royale,Capcom,Quarterly,Canada,1310610.0,1310610.0
PUBG Mobile Championship 268,2023,PUBG Mobile,Battle Royale,EA Sports,Quarterly,Japan,1890764.0,1890764.0
PUBG Mobile Championship 268,2024,PUBG Mobile,Battle Royale,EA Sports,Quarterly,China,2043493.0,2043493.0
PUBG Mobile Championship 268,2025,PUBG Mobile,Battle Royale,EA Sports,Quarterly,Japan,2358164.0,2358164.0
PUBG Mobile Championship 272,2023,PUBG Mobile,Battle Royale,Krafton,Bi-Annual,Brazil,420463.0,420463.0
PUBG Mobile Championship 272,2024,PUBG Mobile,Battle Royale,Krafton,Bi-Annual,Brazil,407477.0,407477.0
PUBG Mobile Championship 272,2025,PUBG Mobile,Battle Royale,Krafton,Bi-Annual,Brazil,462061.0,462061.0
PUBG Mobile Championship 288,2023,PUBG Mobile,Battle Royale,Psyonix,Annual,China,3490564.0,3490564.0
PUBG Mobile Championship 288,2024,PUBG Mobile,Battle Royale,Psyonix,Annual,China,4003548.0,4003548.0
PUBG Mobile Championship 288,2025,PUBG Mobile,Battle Royale,Psyonix,Annual,China,4950262.0,4950262.0
PUBG Mobile Championship 307,2023,PUBG Mobile,Battle Royale,Activision,Annual,Sweden,568165.0,568165.0
PUBG Mobile Championship 307,2024,PUBG Mobile,Battle Royale,Activision,Annual,Sweden,651720.0,651720.0
PUBG Mobile Championship 307,2025,PUBG Mobile,Battle Royale,Activision,Annual,Sweden,702247.0,702247.0
PUBG Mobile Championship 318,2023,PUBG Mobile,Battle Royale,EA Sports,Annual,China,1069583.0,1069583.0
PUBG Mobile Championship 318,2024,PUBG Mobile,Battle Royale,EA Sports,Annual,China,1226204.0,1226204.0
PUBG Mobile Championship 318,2025,PUBG Mobile,Battle Royale,EA Sports,Annual,China,1148079.0,1148079.0
PUBG Mobile Championship 323,2023,PUBG Mobile,Battle Royale,Riot Games,Quarterly,China,2898453.0,2898453.0
PUBG Mobile Championship 323,2024,PUBG Mobile,Battle Royale,Riot Games,Quarterly,Germany,3459813.0,3459813.0
PUBG Mobile Championship 323,2025,PUBG Mobile,Battle Royale,Riot Games,Quarterly,France,3836727.0,3836727.0
PUBG Mobile Championship 330,2023,PUBG Mobile,Battle Royale,Krafton,Bi-Annual,Germany,2144212.0,2144212.0
PUBG Mobile Championship 330,2024,PUBG Mobile,Battle Royale,Krafton,Bi-Annual,United States,2200889.0,2200889.0
PUBG Mobile Championship 330,2025,PUBG Mobile,Battle Royale,Krafton,Bi-Annual,Canada,2588716.0,2588716.0
PUBG Mobile Championship 331,2023,PUBG Mobile,Battle Royale,Capcom,Annual,Brazil,2901474.0,2901474.0
PUBG Mobile Championship 331,2024,PUBG Mobile,Battle Royale,Capcom,Annual,Japan,3117095.0,3117095.0
PUBG Mobile Championship 331,2025,PUBG Mobile,Battle Royale,Capcom,Annual,Japan,3311647.0,3311647.0
PUBG Mobile Championship 341,2023,PUBG Mobile,Battle Royale,Valve,Annual,Germany,968959.0,968959.0
PUBG Mobile Championship 341,2024,PUBG Mobile,Battle Royale,Valve,Annual,Germany,1095579.0,1095579.0
PUBG Mobile Championship 341,2025,PUBG Mobile,Battle Royale,Valve,Annual,Germany,1172381.0,1172381.0
PUBG Mobile Championship 353,2023,PUBG Mobile,Battle Royale,Riot Games,Quarterly,China,6135342.0,6135342.0
PUBG Mobile Championship 353,2024,PUBG Mobile,Battle Royale,Riot Games,Quarterly,France,6980564.0,6980564.0
PUBG Mobile Championship 353,2025,PUBG Mobile,Battle Royale,Riot Games,Quarterly,Canada,8152672.0,8152672.0
PUBG Mobile Championship 358,2023,PUBG Mobile,Battle Royale,Krafton,Bi-Annual,Germany,3422807.0,3422807.0
PUBG Mobile Championship 358,2024,PUBG Mobile,Battle Royale,Krafton,Bi-Annual,Germany,3080505.0,3080505.0
PUBG Mobile Championship 358,2025,PUBG Mobile,Battle Royale,Krafton,Bi-Annual,Germany,3561215.0,3561215.0
PUBG Mobile Championship 370,2023,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,France,1257960.0,1257960.0
PUBG Mobile Championship 370,2024,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,France,1410543.0,1410543.0
PUBG Mobile Championship 370,2025,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,France,1584750.0,1584750.0
PUBG Mobile Championship 372,2023,PUBG Mobile,Battle Royale,Activision,Annual,India,3399079.0,3399079.0
PUBG Mobile Championship 372,2024,PUBG Mobile,Battle Royale,Activision,Annual,India,3904859.0,3904859.0
PUBG Mobile Championship 372,2025,PUBG Mobile,Battle Royale,Activision,Annual,India,3821980.0,3821980.0
PUBG Mobile Championship 374,2023,PUBG Mobile,Battle Royale,Activision,Annual,India,1749499.0,1749499.0
PUBG Mobile Championship 374,2024,PUBG Mobile,Battle Royale,Activision,Annual,India,2134368.0,2134368.0
PUBG Mobile Championship 374,2025,PUBG Mobile,Battle Royale,Activision,Annual,India,2652774.0,2652774.0
PUBG Mobile Championship 378,2023,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,South Korea,3140177.0,3140177.0
PUBG Mobile Championship 378,2024,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,South Korea,3307260.0,3307260.0
PUBG Mobile Championship 378,2025,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,South Korea,3786518.0,3786518.0
PUBG Mobile Championship 391,2023,PUBG Mobile,Battle Royale,Capcom,Quarterly,Canada,4519974.0,4519974.0
PUBG Mobile Championship 391,2024,PUBG Mobile,Battle Royale,Capcom,Quarterly,Canada,3912688.0,3912688.0
PUBG Mobile Championship 391,2025,PUBG Mobile,Battle Royale,Capcom,Quarterly,Canada,3659729.0,3659729.0
PUBG Mobile Championship 393,2023,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,India,5391759.0,5391759.0
PUBG Mobile Championship 393,2024,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,India,6311935.0,6311935.0
PUBG Mobile Championship 393,2025,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,India,8087552.0,8087552.0
PUBG Mobile Championship 398,2023,PUBG Mobile,Battle Royale,Activision,Bi-Annual,China,908116.0,908116.0
PUBG Mobile Championship 398,2024,PUBG Mobile,Battle Royale,Activision,Bi-Annual,China,845974.0,845974.0
PUBG Mobile Championship 398,2025,PUBG Mobile,Battle Royale,Activision,Bi-Annual,China,706753.0,706753.0
PUBG Mobile Championship 412,2023,PUBG Mobile,Battle Royale,Valve,Annual,United States,4443937.0,4443937.0
PUBG Mobile Championship 412,2024,PUBG Mobile,Battle Royale,Valve,Annual,United States,4742821.0,4742821.0
PUBG Mobile Championship 412,2025,PUBG Mobile,Battle Royale,Valve,Annual,United States,5420674.0,5420674.0
PUBG Mobile Championship 419,2023,PUBG Mobile,Battle Royale,EA Sports,Bi-Annual,Japan,479264.0,479264.0
PUBG Mobile Championship 419,2024,PUBG Mobile,Battle Royale,EA Sports,Bi-Annual,Japan,501059.0,501059.0
PUBG Mobile Championship 419,2025,PUBG Mobile,Battle Royale,EA Sports,Bi-Annual,Japan,422608.0,422608.0
PUBG Mobile Championship 421,2023,PUBG Mobile,Battle Royale,Psyonix,Annual,France,3311988.0,3311988.0
PUBG Mobile Championship 421,2024,PUBG Mobile,Battle Royale,Psyonix,Annual,Germany,3052667.0,3052667.0
PUBG Mobile Championship 421,2025,PUBG Mobile,Battle Royale,Psyonix,Annual,Germany,3389831.0,3389831.0
PUBG Mobile Championship 423,2023,PUBG Mobile,Battle Royale,Psyonix,Annual,Germany,4323091.0,4323091.0
PUBG Mobile Championship 423,2024,PUBG Mobile,Battle Royale,Psyonix,Annual,Germany,5396348.0,5396348.0
PUBG Mobile Championship 423,2025,PUBG Mobile,Battle Royale,Psyonix,Annual,Germany,6115837.0,6115837.0
PUBG Mobile Championship 433,2023,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,Brazil,3364499.0,3364499.0
PUBG Mobile Championship 433,2024,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,Brazil,3844171.0,3844171.0
PUBG Mobile Championship 433,2025,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,Brazil,4677999.0,4677999.0
PUBG Mobile Championship 435,2023,PUBG Mobile,Battle Royale,Krafton,Annual,France,1195821.0,1195821.0
PUBG Mobile Championship 435,2024,PUBG Mobile,Battle Royale,Krafton,Annual,France,1494450.0,1494450.0
PUBG Mobile Championship 435,2025,PUBG Mobile,Battle Royale,Krafton,Annual,France,1746602.0,1746602.0
PUBG Mobile Championship 476,2023,PUBG Mobile,Battle Royale,Activision,Annual,Germany,3181390.0,3181390.0
PUBG Mobile Championship 476,2024,PUBG Mobile,Battle Royale,Activision,Annual,United States,3812037.0,3812037.0
PUBG Mobile Championship 476,2025,PUBG Mobile,Battle Royale,Activision,Annual,Japan,4363186.0,4363186.0
PUBG Mobile Championship 481,2023,PUBG Mobile,Battle Royale,Psyonix,Quarterly,India,3394497.0,3394497.0
PUBG Mobile Championship 481,2024,PUBG Mobile,Battle Royale,Psyonix,Quarterly,India,4093487.0,4093487.0
PUBG Mobile Championship 481,2025,PUBG Mobile,Battle Royale,Psyonix,Quarterly,India,4743193.0,4743193.0
PUBG Mobile Championship 485,2023,PUBG Mobile,Battle Royale,Activision,Quarterly,Germany,1956418.0,1956418.0
PUBG Mobile Championship 485,2024,PUBG Mobile,Battle Royale,Activision,Quarterly,Germany,2367639.0,2367639.0
PUBG Mobile Championship 485,2025,PUBG Mobile,Battle Royale,Activision,Quarterly,Germany,2461681.0,2461681.0
PUBG Mobile Championship 486,2023,PUBG Mobile,Battle Royale,Krafton,Annual,Sweden,5956887.0,5956887.0
PUBG Mobile Championship 486,2024,PUBG Mobile,Battle Royale,Krafton,Annual,Brazil,6621810.0,6621810.0
PUBG Mobile Championship 486,2025,PUBG Mobile,Battle Royale,Krafton,Annual,United States,7771120.0,7771120.0
PUBG Mobile Championship 488,2023,PUBG Mobile,Battle Royale,EA Sports,Quarterly,South Korea,1803524.0,1803524.0
PUBG Mobile Championship 488,2024,PUBG Mobile,Battle Royale,EA Sports,Quarterly,South Korea,1894137.0,1894137.0
PUBG Mobile Championship 488,2025,PUBG Mobile,Battle Royale,EA Sports,Quarterly,South Korea,1968631.0,1968631.0
PUBG Mobile Championship 489,2023,PUBG Mobile,Battle Royale,Tencent,Annual,Germany,4326124.0,4326124.0
PUBG Mobile Championship 489,2024,PUBG Mobile,Battle Royale,Tencent,Annual,Germany,5040596.0,5040596.0
PUBG Mobile Championship 489,2025,PUBG Mobile,Battle Royale,Tencent,Annual,Germany,6040449.0,6040449.0
PUBG Mobile Championship 503,2023,PUBG Mobile,Battle Royale,Capcom,Bi-Annual,Canada,186927.0,186927.0
PUBG Mobile Championship 503,2024,PUBG Mobile,Battle Royale,Capcom,Bi-Annual,Canada,167909.0,167909.0
PUBG Mobile Championship 503,2025,PUBG Mobile,Battle Royale,Capcom,Bi-Annual,Canada,159682.0,159682.0
PUBG Mobile Championship 528,2023,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,China,3580201.0,3580201.0
PUBG Mobile Championship 528,2024,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,China,3085067.0,3085067.0
PUBG Mobile Championship 528,2025,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,China,2845607.0,2845607.0
PUBG Mobile Championship 532,2023,PUBG Mobile,Battle Royale,Riot Games,Bi-Annual,China,4647707.0,4647707.0
PUBG Mobile Championship 532,2024,PUBG Mobile,Battle Royale,Riot Games,Bi-Annual,China,4798856.0,4798856.0
PUBG Mobile Championship 532,2025,PUBG Mobile,Battle Royale,Riot Games,Bi-Annual,China,4956828.0,4956828.0
PUBG Mobile Championship 533,2023,PUBG Mobile,Battle Royale,Valve,Bi-Annual,Canada,1156574.0,1156574.0
PUBG Mobile Championship 533,2024,PUBG Mobile,Battle Royale,Valve,Bi-Annual,Japan,1415393.0,1415393.0
PUBG Mobile Championship 533,2025,PUBG Mobile,Battle Royale,Valve,Bi-Annual,Brazil,1638002.0,1638002.0
PUBG Mobile Championship 535,2023,PUBG Mobile,Battle Royale,Ubisoft,Annual,Germany,90828.0,90828.0
PUBG Mobile Championship 535,2024,PUBG Mobile,Battle Royale,Ubisoft,Annual,Germany,104118.0,104118.0
PUBG Mobile Championship 535,2025,PUBG Mobile,Battle Royale,Ubisoft,Annual,Germany,105449.0,105449.0
PUBG Mobile Championship 537,2023,PUBG Mobile,Battle Royale,Activision,Annual,Germany,4705690.0,4705690.0
PUBG Mobile Championship 537,2024,PUBG Mobile,Battle Royale,Activision,Annual,Germany,5905824.0,5905824.0
PUBG Mobile Championship 537,2025,PUBG Mobile,Battle Royale,Activision,Annual,Germany,6815426.0,6815426.0
PUBG Mobile Championship 538,2023,PUBG Mobile,Battle Royale,Psyonix,Quarterly,China,2867031.0,2867031.0
PUBG Mobile Championship 538,2024,PUBG Mobile,Battle Royale,Psyonix,Quarterly,Japan,3281467.0,3281467.0
PUBG Mobile Championship 538,2025,PUBG Mobile,Battle Royale,Psyonix,Quarterly,China,3594011.0,3594011.0
PUBG Mobile Championship 542,2023,PUBG Mobile,Battle Royale,Tencent,Quarterly,Brazil,1074043.0,1074043.0
PUBG Mobile Championship 542,2024,PUBG Mobile,Battle Royale,Tencent,Quarterly,Germany,1189250.0,1189250.0
PUBG Mobile Championship 542,2025,PUBG Mobile,Battle Royale,Tencent,Quarterly,Brazil,1414606.0,1414606.0
PUBG Mobile Championship 548,2023,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,Canada,2927687.0,2927687.0
PUBG Mobile Championship 548,2024,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,Canada,3648390.0,3648390.0
PUBG Mobile Championship 548,2025,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,Canada,3784821.0,3784821.0
PUBG Mobile Championship 553,2023,PUBG Mobile,Battle Royale,Activision,Quarterly,China,2055874.0,2055874.0
PUBG Mobile Championship 553,2024,PUBG Mobile,Battle Royale,Activision,Quarterly,China,2414902.0,2414902.0
PUBG Mobile Championship 553,2025,PUBG Mobile,Battle Royale,Activision,Quarterly,China,2826884.0,2826884.0
PUBG Mobile Championship 555,2023,PUBG Mobile,Battle Royale,Epic Games,Quarterly,China,4644076.0,4644076.0
PUBG Mobile Championship 555,2024,PUBG Mobile,Battle Royale,Epic Games,Quarterly,China,5831320.0,5831320.0
PUBG Mobile Championship 555,2025,PUBG Mobile,Battle Royale,Epic Games,Quarterly,China,7047143.0,7047143.0
PUBG Mobile Championship 601,2023,PUBG Mobile,Battle Royale,Psyonix,Quarterly,Canada,846543.0,846543.0
PUBG Mobile Championship 601,2024,PUBG Mobile,Battle Royale,Psyonix,Quarterly,Canada,1033071.0,1033071.0
PUBG Mobile Championship 601,2025,PUBG Mobile,Battle Royale,Psyonix,Quarterly,Canada,1137348.0,1137348.0
PUBG Mobile Championship 602,2023,PUBG Mobile,Battle Royale,Capcom,Quarterly,Saudi Arabia,4838186.0,4838186.0
PUBG Mobile Championship 602,2024,PUBG Mobile,Battle Royale,Capcom,Quarterly,Saudi Arabia,5919978.0,5919978.0
PUBG Mobile Championship 602,2025,PUBG Mobile,Battle Royale,Capcom,Quarterly,Saudi Arabia,6507069.0,6507069.0
PUBG Mobile Championship 615,2023,PUBG Mobile,Battle Royale,Tencent,Quarterly,Saudi Arabia,2367901.0,2367901.0
PUBG Mobile Championship 615,2024,PUBG Mobile,Battle Royale,Tencent,Quarterly,Saudi Arabia,2656035.0,2656035.0
PUBG Mobile Championship 615,2025,PUBG Mobile,Battle Royale,Tencent,Quarterly,Saudi Arabia,2821376.0,2821376.0
PUBG Mobile Championship 629,2023,PUBG Mobile,Battle Royale,Psyonix,Annual,Brazil,2964790.0,2964790.0
PUBG Mobile Championship 629,2024,PUBG Mobile,Battle Royale,Psyonix,Annual,Germany,3314540.0,3314540.0
PUBG Mobile Championship 629,2025,PUBG Mobile,Battle Royale,Psyonix,Annual,Canada,3922188.0,3922188.0
PUBG Mobile Championship 630,2023,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,United States,2929848.0,2929848.0
PUBG Mobile Championship 630,2024,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,Germany,3312617.0,3312617.0
PUBG Mobile Championship 630,2025,PUBG Mobile,Battle Royale,Ubisoft,Bi-Annual,United States,3723264.0,3723264.0
PUBG Mobile Championship 643,2023,PUBG Mobile,Battle Royale,Krafton,Quarterly,China,819235.0,819235.0
PUBG Mobile Championship 643,2024,PUBG Mobile,Battle Royale,Krafton,Quarterly,China,927489.0,927489.0
PUBG Mobile Championship 643,2025,PUBG Mobile,Battle Royale,Krafton,Quarterly,China,1042519.0,1042519.0
PUBG Mobile Championship 645,2023,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,Saudi Arabia,98246.0,98246.0
PUBG Mobile Championship 645,2024,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,Saudi Arabia,107432.0,107432.0
PUBG Mobile Championship 645,2025,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,Saudi Arabia,116452.0,116452.0
PUBG Mobile Championship 652,2023,PUBG Mobile,Battle Royale,Krafton,Annual,India,4485185.0,4485185.0
PUBG Mobile Championship 652,2024,PUBG Mobile,Battle Royale,Krafton,Annual,India,5176092.0,5176092.0
PUBG Mobile Championship 652,2025,PUBG Mobile,Battle Royale,Krafton,Annual,India,5757004.0,5757004.0
PUBG Mobile Championship 659,2023,PUBG Mobile,Battle Royale,Psyonix,Annual,Canada,3061710.0,3061710.0
PUBG Mobile Championship 659,2024,PUBG Mobile,Battle Royale,Psyonix,Annual,Canada,3670564.0,3670564.0
PUBG Mobile Championship 659,2025,PUBG Mobile,Battle Royale,Psyonix,Annual,Canada,4564752.0,4564752.0
PUBG Mobile Championship 664,2023,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,China,3975826.0,3975826.0
PUBG Mobile Championship 664,2024,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,China,3521554.0,3521554.0
PUBG Mobile Championship 664,2025,PUBG Mobile,Battle Royale,Ubisoft,Quarterly,China,3517134.0,3517134.0
PUBG Mobile Championship 673,2023,PUBG Mobile,Battle Royale,Valve,Annual,India,2802912.0,2802912.0
PUBG Mobile Championship 673,2024,PUBG Mobile,Battle Royale,Valve,Annual,India,3299699.0,3299699.0
PUBG Mobile Championship 673,2025,PUBG Mobile,Battle Royale,Valve,Annual,India,3684802.0,3684802.0
PUBG Mobile Championship 683,2023,PUBG Mobile,Battle Royale,Activision,Bi-Annual,France,1515040.0,1515040.0
PUBG Mobile Championship 683,2024,PUBG Mobile,Battle Royale,Activision,Bi-Annual,France,1372857.0,1372857.0
PUBG Mobile Championship 683,2025,PUBG Mobile,Battle Royale,Activision,Bi-Annual,France,1481347.0,1481347.0
PUBG Mobile Championship 691,2023,PUBG Mobile,Battle Royale,Riot Games,Quarterly,Brazil,4433000.0,4433000.0
PUBG Mobile Championship 691,2024,PUBG Mobile,Battle Royale,Riot Games,Quarterly,Brazil,5532175.0,5532175.0
PUBG Mobile Championship 691,2025,PUBG Mobile,Battle Royale,Riot Games,Quarterly,Brazil,6629268.0,6629268.0
PUBG Mobile Championship 692,2023,PUBG Mobile,Battle Royale,Krafton,Annual,South Korea,3942312.0,3942312.0
PUBG Mobile Championship 692,2024,PUBG Mobile,Battle Royale,Krafton,Annual,South Korea,3687709.0,3687709.0
PUBG Mobile Championship 692,2025,PUBG Mobile,Battle Royale,Krafton,Annual,South Korea,3661194.0,3661194.0
PUBG Mobile Championship 700,2023,PUBG Mobile,Battle Royale,Activision,Bi-Annual,Canada,4383594.0,4383594.0
PUBG Mobile Championship 700,2024,PUBG Mobile,Battle Royale,Activision,Bi-Annual,Canada,5479960.0,5479960.0
PUBG Mobile Championship 700,2025,PUBG Mobile,Battle Royale,Activision,Bi-Annual,Canada,6157614.0,6157614.0
PUBG Mobile World Cup,2023,PUBG Mobile,Battle Royale,Krafton / Level Infinite,Annual,Saudi Arabia,3000000.0,3000000.0
PUBG Mobile World Cup,2024,PUBG Mobile,Battle Royale,Krafton / Level Infinite,Annual,Saudi Arabia,3000000.0,3000000.0
PUBG Mobile World Cup,2025,PUBG Mobile,Battle Royale,Krafton / Level Infinite,Annual,Saudi Arabia,4000000.0,4000000.0
Paladins World Championship,2023,Paladins,FPS,Hi-Rez Studios,Annual,Canada,422040.0,422040.0
Paladins World Championship,2024,Paladins,FPS,Hi-Rez Studios,Annual,Canada,484839.0,484839.0
Paladins World Championship,2025,Paladins,FPS,Hi-Rez Studios,Annual,China,543808.0,543808.0
Quake World Championships,2023,Quake Champions,FPS,Bethesda,Annual,Sweden,314969.0,314969.0
Quake World Championships,2024,Quake Champions,FPS,Bethesda,Annual,Japan,377222.0,377222.0
Quake World Championships,2025,Quake Champions,FPS,Bethesda,Annual,Canada,445684.0,445684.0
RLCS World Championship,2023,Rocket League,Sports,Psyonix / Blast,Annual,United States,,
RLCS World Championship,2024,Rocket League,Sports,Psyonix / Blast,Annual,United States,,
RLCS World Championship,2025,Rocket League,Sports,Psyonix / Blast,Annual,France,1200000.0,1200000.0
Rocket League Championship 133,2023,Rocket League,Sports,Krafton,Bi-Annual,Brazil,191602.0,191602.0
Rocket League Championship 133,2024,Rocket League,Sports,Krafton,Bi-Annual,Brazil,223559.0,223559.0
Rocket League Championship 133,2025,Rocket League,Sports,Krafton,Bi-Annual,Brazil,267697.0,267697.0
Rocket League Championship 160,2023,Rocket League,Sports,EA Sports,Annual,United States,1166941.0,1166941.0
Rocket League Championship 160,2024,Rocket League,Sports,EA Sports,Annual,Germany,1411759.0,1411759.0
Rocket League Championship 160,2025,Rocket League,Sports,EA Sports,Annual,France,1471895.0,1471895.0
Rocket League Championship 163,2023,Rocket League,Sports,Tencent,Annual,Canada,1058860.0,1058860.0
Rocket League Championship 163,2024,Rocket League,Sports,Tencent,Annual,Canada,1298182.0,1298182.0
Rocket League Championship 163,2025,Rocket League,Sports,Tencent,Annual,Canada,1567662.0,1567662.0
Rocket League Championship 167,2023,Rocket League,Sports,Epic Games,Quarterly,India,415645.0,415645.0
Rocket League Championship 167,2024,Rocket League,Sports,Epic Games,Quarterly,India,403318.0,403318.0
Rocket League Championship 167,2025,Rocket League,Sports,Epic Games,Quarterly,India,426801.0,426801.0
Rocket League Championship 171,2023,Rocket League,Sports,Epic Games,Annual,South Korea,3596992.0,3596992.0
Rocket League Championship 171,2024,Rocket League,Sports,Epic Games,Annual,South Korea,4221832.0,4221832.0
Rocket League Championship 171,2025,Rocket League,Sports,Epic Games,Annual,South Korea,4119901.0,4119901.0
Rocket League Championship 173,2023,Rocket League,Sports,Krafton,Annual,France,1323225.0,1323225.0
Rocket League Championship 173,2024,Rocket League,Sports,Krafton,Annual,United States,1557530.0,1557530.0
Rocket League Championship 173,2025,Rocket League,Sports,Krafton,Annual,France,1850260.0,1850260.0
Rocket League Championship 177,2023,Rocket League,Sports,Ubisoft,Annual,United States,1733177.0,1733177.0
Rocket League Championship 177,2024,Rocket League,Sports,Ubisoft,Annual,United States,2015869.0,2015869.0
Rocket League Championship 177,2025,Rocket League,Sports,Ubisoft,Annual,United States,2560976.0,2560976.0
Rocket League Championship 196,2023,Rocket League,Sports,Krafton,Bi-Annual,France,1670008.0,1670008.0
Rocket League Championship 196,2024,Rocket League,Sports,Krafton,Bi-Annual,Japan,1992795.0,1992795.0
Rocket League Championship 196,2025,Rocket League,Sports,Krafton,Bi-Annual,France,2060421.0,2060421.0
Rocket League Championship 205,2023,Rocket League,Sports,Ubisoft,Annual,France,3816792.0,3816792.0
Rocket League Championship 205,2024,Rocket League,Sports,Ubisoft,Annual,France,4436936.0,4436936.0
Rocket League Championship 205,2025,Rocket League,Sports,Ubisoft,Annual,France,4915275.0,4915275.0
Rocket League Championship 210,2023,Rocket League,Sports,Epic Games,Annual,United States,763833.0,763833.0
Rocket League Championship 210,2024,Rocket League,Sports,Epic Games,Annual,United States,881614.0,881614.0
Rocket League Championship 210,2025,Rocket League,Sports,Epic Games,Annual,United States,1064168.0,1064168.0
Rocket League Championship 212,2023,Rocket League,Sports,Capcom,Bi-Annual,United States,2810481.0,2810481.0
Rocket League Championship 212,2024,Rocket League,Sports,Capcom,Bi-Annual,Germany,3325968.0,3325968.0
Rocket League Championship 212,2025,Rocket League,Sports,Capcom,Bi-Annual,China,3715657.0,3715657.0
Rocket League Championship 228,2023,Rocket League,Sports,Riot Games,Bi-Annual,Canada,4381271.0,4381271.0
Rocket League Championship 228,2024,Rocket League,Sports,Riot Games,Bi-Annual,Japan,4919423.0,4919423.0
Rocket League Championship 228,2025,Rocket League,Sports,Riot Games,Bi-Annual,Sweden,5303582.0,5303582.0
Rocket League Championship 259,2023,Rocket League,Sports,EA Sports,Annual,Saudi Arabia,675092.0,675092.0
Rocket League Championship 259,2024,Rocket League,Sports,EA Sports,Annual,Saudi Arabia,795970.0,795970.0
Rocket League Championship 259,2025,Rocket League,Sports,EA Sports,Annual,Saudi Arabia,926333.0,926333.0
Rocket League Championship 262,2023,Rocket League,Sports,Epic Games,Quarterly,China,4001790.0,4001790.0
Rocket League Championship 262,2024,Rocket League,Sports,Epic Games,Quarterly,China,4386949.0,4386949.0
Rocket League Championship 262,2025,Rocket League,Sports,Epic Games,Quarterly,China,4886979.0,4886979.0
Rocket League Championship 270,2023,Rocket League,Sports,Activision,Annual,Brazil,3453151.0,3453151.0
Rocket League Championship 270,2024,Rocket League,Sports,Activision,Annual,Brazil,3543667.0,3543667.0
Rocket League Championship 270,2025,Rocket League,Sports,Activision,Annual,Brazil,3654885.0,3654885.0
Rocket League Championship 279,2023,Rocket League,Sports,Krafton,Quarterly,Saudi Arabia,1054965.0,1054965.0
Rocket League Championship 279,2024,Rocket League,Sports,Krafton,Quarterly,Saudi Arabia,1133072.0,1133072.0
Rocket League Championship 279,2025,Rocket League,Sports,Krafton,Quarterly,Saudi Arabia,1406527.0,1406527.0
Rocket League Championship 285,2023,Rocket League,Sports,Ubisoft,Bi-Annual,South Korea,3617767.0,3617767.0
Rocket League Championship 285,2024,Rocket League,Sports,Ubisoft,Bi-Annual,South Korea,4320055.0,4320055.0
