Tournament Name,Year,Game,Genre,Organizer,Frequency,HostCountry,Prize Pool (USD)
Fortnite Championship 169,2024,Fortnite,Battle Royale,Krafton,Quarterly,Germany,5805572
Fortnite Championship 169,2025,Fortnite,Battle Royale,Krafton,Quarterly,Germany,6207111
Fortnite Championship 174,2023,Fortnite,Battle Royale,Capcom,Annual,India,1977763
Fortnite Championship 174,2024,Fortnite,Battle Royale,Capcom,Annual,India,2063958
Fortnite Championship 174,2025,Fortnite,Battle Royale,Capcom,Annual,India,2459298
Fortnite Championship 176,2023,Fortnite,Battle Royale,Tencent,Annual,Saudi Arabia,367480
Fortnite Championship 176,2024,Fortnite,Battle Royale,Tencent,Annual,Saudi Arabia,414752
Fortnite Championship 176,2025,Fortnite,Battle Royale,Tencent,Annual,Saudi Arabia,473902
Fortnite Championship 182,2023,Fortnite,Battle Royale,Capcom,Annual,Germany,191543
Fortnite Championship 182,2024,Fortnite,Battle Royale,Capcom,Annual,Germany,228747
Fortnite Championship 182,2025,Fortnite,Battle Royale,Capcom,Annual,Germany,277149
Fortnite Championship 201,2023,Fortnite,Battle Royale,EA Sports,Annual,Saudi Arabia,2307696
Fortnite Championship 201,2024,Fortnite,Battle Royale,EA Sports,Annual,Saudi Arabia,2159335
Fortnite Championship 201,2025,Fortnite,Battle Royale,EA Sports,Annual,Saudi Arabia,2162741
Fortnite Championship 209,2023,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,1303493
Fortnite Championship 209,2024,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,1284697
Fortnite Championship 209,2025,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,1529956
Fortnite Championship 222,2023,Fortnite,Battle Royale,Tencent,Bi-Annual,United States,1334144
Fortnite Championship 222,2024,Fortnite,Battle Royale,Tencent,Bi-Annual,United States,1608457
Fortnite Championship 222,2025,Fortnite,Battle Royale,Tencent,Bi-Annual,United States,1873841
Fortnite Championship 231,2023,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,432257
Fortnite Championship 231,2024,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,442744
Fortnite Championship 231,2025,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,480152
Fortnite Championship 237,2023,Fortnite,Battle Royale,Tencent,Quarterly,Brazil,865301
Fortnite Championship 237,2024,Fortnite,Battle Royale,Tencent,Quarterly,Brazil,964489
Fortnite Championship 237,2025,Fortnite,Battle Royale,Tencent,Quarterly,Brazil,976882
Fortnite Championship 247,2023,Fortnite,Battle Royale,Tencent,Bi-Annual,India,2819037
Fortnite Championship 247,2024,Fortnite,Battle Royale,Tencent,Bi-Annual,India,3419743
Fortnite Championship 247,2025,Fortnite,Battle Royale,Tencent,Bi-Annual,India,3834049
Fortnite Championship 263,2023,Fortnite,Battle Royale,Capcom,Annual,China,740613
Fortnite Championship 263,2024,Fortnite,Battle Royale,Capcom,Annual,China,762624
Fortnite Championship 263,2025,Fortnite,Battle Royale,Capcom,Annual,China,908824
Fortnite Championship 273,2023,Fortnite,Battle Royale,Capcom,Bi-Annual,United States,3041254
Fortnite Championship 273,2024,Fortnite,Battle Royale,Capcom,Bi-Annual,China,3909664
Fortnite Championship 273,2025,Fortnite,Battle Royale,Capcom,Bi-Annual,United States,4304337
Fortnite Championship 286,2023,Fortnite,Battle Royale,Riot Games,Bi-Annual,Saudi Arabia,5518774
Fortnite Championship 286,2024,Fortnite,Battle Royale,Riot Games,Bi-Annual,Saudi Arabia,6634145
Fortnite Championship 286,2025,Fortnite,Battle Royale,Riot Games,Bi-Annual,Saudi Arabia,7022172
Fortnite Championship 303,2023,Fortnite,Battle Royale,Psyonix,Annual,India,3864365
Fortnite Championship 303,2024,Fortnite,Battle Royale,Psyonix,Annual,India,4158115
Fortnite Championship 303,2025,Fortnite,Battle Royale,Psyonix,Annual,India,4610574
Fortnite Championship 312,2023,Fortnite,Battle Royale,Valve,Annual,India,1818196
Fortnite Championship 312,2024,Fortnite,Battle Royale,Valve,Annual,India,1950421
Fortnite Championship 312,2025,Fortnite,Battle Royale,Valve,Annual,India,2150513
Fortnite Championship 328,2023,Fortnite,Battle Royale,Valve,Quarterly,Germany,2734726
Fortnite Championship 328,2024,Fortnite,Battle Royale,Valve,Quarterly,Germany,2986818
Fortnite Championship 328,2025,Fortnite,Battle Royale,Valve,Quarterly,Germany,3430194
Fortnite Championship 335,2023,Fortnite,Battle Royale,Psyonix,Quarterly,China,1368004
Fortnite Championship 335,2024,Fortnite,Battle Royale,Psyonix,Quarterly,China,1437904
Fortnite Championship 335,2025,Fortnite,Battle Royale,Psyonix,Quarterly,China,1535953
Fortnite Championship 343,2023,Fortnite,Battle Royale,Psyonix,Annual,Germany,1053962
Fortnite Championship 343,2024,Fortnite,Battle Royale,Psyonix,Annual,Brazil,1173126
Fortnite Championship 343,2025,Fortnite,Battle Royale,Psyonix,Annual,Japan,1338502
Fortnite Championship 345,2023,Fortnite,Battle Royale,Psyonix,Quarterly,United States,2024797
Fortnite Championship 345,2024,Fortnite,Battle Royale,Psyonix,Quarterly,United States,2405153
Fortnite Championship 345,2025,Fortnite,Battle Royale,Psyonix,Quarterly,United States,2721555
Fortnite Championship 355,2023,Fortnite,Battle Royale,Psyonix,Bi-Annual,Japan,2868867
Fortnite Championship 355,2024,Fortnite,Battle Royale,Psyonix,Bi-Annual,Japan,2691770
Fortnite Championship 355,2025,Fortnite,Battle Royale,Psyonix,Bi-Annual,Japan,2408364
Fortnite Championship 357,2023,Fortnite,Battle Royale,EA Sports,Annual,Japan,691901
Fortnite Championship 357,2024,Fortnite,Battle Royale,EA Sports,Annual,Japan,786158
Fortnite Championship 357,2025,Fortnite,Battle Royale,EA Sports,Annual,Japan,923998
Fortnite Championship 359,2023,Fortnite,Battle Royale,EA Sports,Annual,Japan,610949
Fortnite Championship 359,2024,Fortnite,Battle Royale,EA Sports,Annual,Japan,648914
Fortnite Championship 359,2025,Fortnite,Battle Royale,EA Sports,Annual,Japan,657942
Fortnite Championship 364,2023,Fortnite,Battle Royale,Psyonix,Annual,South Korea,5849425
Fortnite Championship 364,2024,Fortnite,Battle Royale,Psyonix,Annual,South Korea,5387271
Fortnite Championship 364,2025,Fortnite,Battle Royale,Psyonix,Annual,South Korea,5755993
Fortnite Championship 368,2023,Fortnite,Battle Royale,Epic Games,Bi-Annual,Germany,1888788
Fortnite Championship 368,2024,Fortnite,Battle Royale,Epic Games,Bi-Annual,Germany,2261814
Fortnite Championship 368,2025,Fortnite,Battle Royale,Epic Games,Bi-Annual,Canada,2792214
Fortnite Championship 379,2023,Fortnite,Battle Royale,Ubisoft,Annual,South Korea,580682
Fortnite Championship 379,2024,Fortnite,Battle Royale,Ubisoft,Annual,South Korea,612070
Fortnite Championship 379,2025,Fortnite,Battle Royale,Ubisoft,Annual,South Korea,738515
Fortnite Championship 392,2023,Fortnite,Battle Royale,Psyonix,Bi-Annual,United States,1172454
Fortnite Championship 392,2024,Fortnite,Battle Royale,Psyonix,Bi-Annual,United States,976870
Fortnite Championship 392,2025,Fortnite,Battle Royale,Psyonix,Bi-Annual,United States,859913
Fortnite Championship 409,2023,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,2291130
Fortnite Championship 409,2024,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,2521251
Fortnite Championship 409,2025,Fortnite,Battle Royale,Capcom,Bi-Annual,Canada,2642796
Fortnite Championship 422,2023,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,4723870
Fortnite Championship 422,2024,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,5642494
Fortnite Championship 422,2025,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,6339885
Fortnite Championship 439,2023,Fortnite,Battle Royale,Riot Games,Annual,United States,89392
Fortnite Championship 439,2024,Fortnite,Battle Royale,Riot Games,Annual,United States,102595
Fortnite Championship 439,2025,Fortnite,Battle Royale,Riot Games,Annual,United States,123127
Fortnite Championship 440,2023,Fortnite,Battle Royale,Activision,Annual,Canada,5082414
Fortnite Championship 440,2024,Fortnite,Battle Royale,Activision,Annual,Canada,6175806
Fortnite Championship 440,2025,Fortnite,Battle Royale,Activision,Annual,Canada,7323726
Fortnite Championship 450,2023,Fortnite,Battle Royale,EA Sports,Bi-Annual,France,2613817
Fortnite Championship 450,2024,Fortnite,Battle Royale,EA Sports,Bi-Annual,France,2757111
Fortnite Championship 450,2025,Fortnite,Battle Royale,EA Sports,Bi-Annual,France,3162816
Fortnite Championship 456,2023,Fortnite,Battle Royale,Tencent,Bi-Annual,India,4087969
Fortnite Championship 456,2024,Fortnite,Battle Royale,Tencent,Bi-Annual,India,3723920
Fortnite Championship 456,2025,Fortnite,Battle Royale,Tencent,Bi-Annual,India,4221997
Fortnite Championship 490,2023,Fortnite,Battle Royale,Valve,Quarterly,China,4002519
Fortnite Championship 490,2024,Fortnite,Battle Royale,Valve,Quarterly,China,4250197
Fortnite Championship 490,2025,Fortnite,Battle Royale,Valve,Quarterly,China,4777259
Fortnite Championship 494,2023,Fortnite,Battle Royale,Krafton,Quarterly,France,4684973
Fortnite Championship 494,2024,Fortnite,Battle Royale,Krafton,Quarterly,Germany,5782412
Fortnite Championship 494,2025,Fortnite,Battle Royale,Krafton,Quarterly,China,6368634
Fortnite Championship 496,2023,Fortnite,Battle Royale,Activision,Annual,South Korea,4742530
Fortnite Championship 496,2024,Fortnite,Battle Royale,Activision,Annual,South Korea,4944064
Fortnite Championship 496,2025,Fortnite,Battle Royale,Activision,Annual,South Korea,5746863
Fortnite Championship 500,2023,Fortnite,Battle Royale,Riot Games,Annual,Germany,3586043
Fortnite Championship 500,2024,Fortnite,Battle Royale,Riot Games,Annual,Canada,4615665
Fortnite Championship 500,2025,Fortnite,Battle Royale,Riot Games,Annual,United States,4982486
Fortnite Championship 506,2023,Fortnite,Battle Royale,Krafton,Quarterly,Brazil,4236353
Fortnite Championship 506,2024,Fortnite,Battle Royale,Krafton,Quarterly,Brazil,5194943
Fortnite Championship 506,2025,Fortnite,Battle Royale,Krafton,Quarterly,Brazil,6599352
Fortnite Championship 507,2023,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,4058585
Fortnite Championship 507,2024,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,4684036
Fortnite Championship 507,2025,Fortnite,Battle Royale,Epic Games,Quarterly,Canada,4197519
Fortnite Championship 510,2023,Fortnite,Battle Royale,Riot Games,Quarterly,Brazil,1503268
Fortnite Championship 510,2024,Fortnite,Battle Royale,Riot Games,Quarterly,Brazil,1757669
Fortnite Championship 510,2025,Fortnite,Battle Royale,Riot Games,Quarterly,Brazil,1865396
Fortnite Championship 514,2023,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,1812084
Fortnite Championship 514,2024,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,2116559
Fortnite Championship 514,2025,Fortnite,Battle Royale,Capcom,Bi-Annual,South Korea,1996087
Fortnite Championship 520,2023,Fortnite,Battle Royale,Riot Games,Annual,South Korea,1834092
Fortnite Championship 520,2024,Fortnite,Battle Royale,Riot Games,Annual,South Korea,2309175
Fortnite Championship 520,2025,Fortnite,Battle Royale,Riot Games,Annual,South Korea,2886800
Fortnite Championship 524,2023,Fortnite,Battle Royale,Psyonix,Quarterly,Germany,1462666
Fortnite Championship 524,2024,Fortnite,Battle Royale,Psyonix,Quarterly,Germany,1775109
Fortnite Championship 524,2025,Fortnite,Battle Royale,Psyonix,Quarterly,Germany,1745822
Fortnite Championship 530,2023,Fortnite,Battle Royale,Capcom,Annual,Canada,4659976
Fortnite Championship 530,2024,Fortnite,Battle Royale,Capcom,Annual,Canada,5250370
Fortnite Championship 530,2025,Fortnite,Battle Royale,Capcom,Annual,Canada,5859025
Fortnite Championship 541,2023,Fortnite,Battle Royale,Activision,Quarterly,South Korea,1062833
Fortnite Championship 541,2024,Fortnite,Battle Royale,Activision,Quarterly,South Korea,1312721
Fortnite Championship 541,2025,Fortnite,Battle Royale,Activision,Quarterly,South Korea,1661020
Fortnite Championship 546,2023,Fortnite,Battle Royale,Psyonix,Quarterly,South Korea,5227432
Fortnite Championship 546,2024,Fortnite,Battle Royale,Psyonix,Quarterly,South Korea,6092436
Fortnite Championship 546,2025,Fortnite,Battle Royale,Psyonix,Quarterly,South Korea,6738556
Fortnite Championship 551,2023,Fortnite,Battle Royale,Tencent,Quarterly,China,322234
Fortnite Championship 551,2024,Fortnite,Battle Royale,Tencent,Quarterly,China,352098
Fortnite Championship 551,2025,Fortnite,Battle Royale,Tencent,Quarterly,China,406652
Fortnite Championship 626,2023,Fortnite,Battle Royale,EA Sports,Bi-Annual,Saudi Arabia,2336674
Fortnite Championship 626,2024,Fortnite,Battle Royale,EA Sports,Bi-Annual,Saudi Arabia,2845946
Fortnite Championship 626,2025,Fortnite,Battle Royale,EA Sports,Bi-Annual,Saudi Arabia,3342696
Fortnite Championship 628,2023,Fortnite,Battle Royale,Krafton,Quarterly,France,3931245
Fortnite Championship 628,2024,Fortnite,Battle Royale,Krafton,Quarterly,Germany,4621814
Fortnite Championship 628,2025,Fortnite,Battle Royale,Krafton,Quarterly,Canada,5160907
Fortnite Championship 634,2023,Fortnite,Battle Royale,Valve,Bi-Annual,Brazil,683211
Fortnite Championship 634,2024,Fortnite,Battle Royale,Valve,Bi-Annual,Brazil,851562
Fortnite Championship 634,2025,Fortnite,Battle Royale,Valve,Bi-Annual,Brazil,969717
Fortnite Championship 644,2023,Fortnite,Battle Royale,Ubisoft,Quarterly,India,4784808
Fortnite Championship 644,2024,Fortnite,Battle Royale,Ubisoft,Quarterly,India,4544553
Fortnite Championship 644,2025,Fortnite,Battle Royale,Ubisoft,Quarterly,India,5170761
Fortnite Championship 647,2023,Fortnite,Battle Royale,Ubisoft,Quarterly,India,2673120
Fortnite Championship 647,2024,Fortnite,Battle Royale,Ubisoft,Quarterly,India,3125480
Fortnite Championship 647,2025,Fortnite,Battle Royale,Ubisoft,Quarterly,India,3185872
Fortnite Championship 651,2023,Fortnite,Battle Royale,Tencent,Annual,China,794945
Fortnite Championship 651,2024,Fortnite,Battle Royale,Tencent,Annual,China,865196
Fortnite Championship 651,2025,Fortnite,Battle Royale,Tencent,Annual,China,1005631
Fortnite Championship 676,2023,Fortnite,Battle Royale,Riot Games,Bi-Annual,China,563328
Fortnite Championship 676,2024,Fortnite,Battle Royale,Riot Games,Bi-Annual,China,593247
Fortnite Championship 676,2025,Fortnite,Battle Royale,Riot Games,Bi-Annual,China,674488
Fortnite Championship 677,2023,Fortnite,Battle Royale,EA Sports,Quarterly,Canada,4628922
Fortnite Championship 677,2024,Fortnite,Battle Royale,EA Sports,Quarterly,Canada,5401039
Fortnite Championship 677,2025,Fortnite,Battle Royale,EA Sports,Quarterly,Canada,6711675
Fortnite Championship 684,2023,Fortnite,Battle Royale,Epic Games,Annual,United States,5261623
Fortnite Championship 684,2024,Fortnite,Battle Royale,Epic Games,Annual,United States,6249337
Fortnite Championship 684,2025,Fortnite,Battle Royale,Epic Games,Annual,United States,7020614
Fortnite Championship 686,2023,Fortnite,Battle Royale,Capcom,Annual,Saudi Arabia,2343967
Fortnite Championship 686,2024,Fortnite,Battle Royale,Capcom,Annual,Saudi Arabia,2676704
Fortnite Championship 686,2025,Fortnite,Battle Royale,Capcom,Annual,Saudi Arabia,3256601
Fortnite World Cup,2023,Fortnite,Battle Royale,Epic Games,Annual,United States,10000000
Fortnite World Cup,2024,Fortnite,Battle Royale,Epic Games,Annual,United States,10000000
Fortnite World Cup,2025,Fortnite,Battle Royale,Epic Games,Annual,United States,10000000
Free Fire World Series,2023,Free Fire,Battle Royale,Garena,Annual,Singapore,2280314
Free Fire World Series,2024,Free Fire,Battle Royale,Garena,Annual,Singapore,2441770
Free Fire World Series,2025,Free Fire,Battle Royale,Garena,Annual,Singapore,2672815
Gears Esports World Championship,2023,Gears of War,FPS,Microsoft,Annual,United States,1042022
Gears Esports World Championship,2024,Gears of War,FPS,Microsoft,Annual,United States,1192252
Gears Esports World Championship,2025,Gears of War,FPS,Microsoft,Annual,United States,1322844
Halo World Championship,2023,Halo Infinite,FPS,Microsoft,Annual,United States,1100419
Halo World Championship,2024,Halo Infinite,FPS,Microsoft,Annual,United States,1222688
Halo World Championship,2025,Halo Infinite,FPS,Microsoft,Annual,United States,1481927
IEM Katowice,2023,CS:GO,FPS,ESL,Annual,Poland,1214354
IEM Katowice,2024,CS:GO,FPS,ESL,Annual,Poland,1423957
IEM Katowice,2025,CS:GO,FPS,ESL,Annual,Poland,1577723
KeSPA Cup,2023,League of Legends,MOBA,KeSPA,Annual,South Korea,119146
KeSPA Cup,2024,League of Legends,MOBA,KeSPA,Annual,South Korea,137281
KeSPA Cup,2025,League of Legends,MOBA,KeSPA,Annual,South Korea,154637
League of Legends Championship 122,2023,League of Legends,MOBA,Valve,Quarterly,India,5949999
League of Legends Championship 122,2024,League of Legends,MOBA,Valve,Quarterly,India,7190402
League of Legends Championship 122,2025,League of Legends,MOBA,Valve,Quarterly,India,8085349
League of Legends Championship 129,2023,League of Legends,MOBA,Psyonix,Bi-Annual,France,1354627
League of Legends Championship 129,2024,League of Legends,MOBA,Psyonix,Bi-Annual,Brazil,1540324
League of Legends Championship 129,2025,League of Legends,MOBA,Psyonix,Bi-Annual,Canada,1708095
League of Legends Championship 136,2023,League of Legends,MOBA,Krafton,Annual,Brazil,3841671
League of Legends Championship 136,2024,League of Legends,MOBA,Krafton,Annual,Brazil,4185176
League of Legends Championship 136,2025,League of Legends,MOBA,Krafton,Annual,Brazil,4812803
League of Legends Championship 148,2023,League of Legends,MOBA,Ubisoft,Annual,South Korea,1448067
League of Legends Championship 148,2024,League of Legends,MOBA,Ubisoft,Annual,South Korea,1580967
League of Legends Championship 148,2025,League of Legends,MOBA,Ubisoft,Annual,South Korea,1847174
League of Legends Championship 158,2023,League of Legends,MOBA,Krafton,Bi-Annual,Germany,3123689
League of Legends Championship 158,2024,League of Legends,MOBA,Krafton,Bi-Annual,Germany,3651602
League of Legends Championship 158,2025,League of Legends,MOBA,Krafton,Bi-Annual,Germany,4377590
League of Legends Championship 168,2023,League of Legends,MOBA,Activision,Quarterly,Brazil,5840566
League of Legends Championship 168,2024,League of Legends,MOBA,Activision,Quarterly,Brazil,6463933
League of Legends Championship 168,2025,League of Legends,MOBA,Activision,Quarterly,Brazil,5510430
League of Legends Championship 202,2023,League of Legends,MOBA,Ubisoft,Quarterly,United States,4811684
League of Legends Championship 202,2024,League of Legends,MOBA,Ubisoft,Quarterly,France,5677531
League of Legends Championship 202,2025,League of Legends,MOBA,Ubisoft,Quarterly,Germany,6040727
League of Legends Championship 204,2023,League of Legends,MOBA,Capcom,Quarterly,Saudi Arabia,572923
League of Legends Championship 204,2024,League of Legends,MOBA,Capcom,Quarterly,Saudi Arabia,678145
League of Legends Championship 204,2025,League of Legends,MOBA,Capcom,Quarterly,Saudi Arabia,803152
League of Legends Championship 216,2023,League of Legends,MOBA,Activision,Annual,France,5531428
League of Legends Championship 216,2024,League of Legends,MOBA,Activision,Annual,France,6332549
League of Legends Championship 216,2025,League of Legends,MOBA,Activision,Annual,France,6573874
League of Legends Championship 229,2023,League of Legends,MOBA,Riot Games,Quarterly,United States,5497941
League of Legends Championship 229,2024,League of Legends,MOBA,Riot Games,Quarterly,Sweden,6229915
League of Legends Championship 229,2025,League of Legends,MOBA,Riot Games,Quarterly,Brazil,5257508
League of Legends Championship 234,2023,League of Legends,MOBA,Epic Games,Annual,South Korea,750394
League of Legends Championship 234,2024,League of Legends,MOBA,Epic Games,Annual,South Korea,942130
League of Legends Championship 234,2025,League of Legends,MOBA,Epic Games,Annual,South Korea,1026361
League of Legends Championship 241,2023,League of Legends,MOBA,Tencent,Quarterly,China,986632
League of Legends Championship 241,2024,League of Legends,MOBA,Tencent,Quarterly,China,1112693
League of Legends Championship 241,2025,League of Legends,MOBA,Tencent,Quarterly,China,1354154
League of Legends Championship 248,2023,League of Legends,MOBA,Epic Games,Bi-Annual,United States,223791
League of Legends Championship 248,2024,League of Legends,MOBA,Epic Games,Bi-Annual,United States,210861
League of Legends Championship 248,2025,League of Legends,MOBA,Epic Games,Bi-Annual,United States,187411
League of Legends Championship 251,2023,League of Legends,MOBA,Epic Games,Annual,Brazil,4399970
League of Legends Championship 251,2024,League of Legends,MOBA,Epic Games,Annual,Brazil,5134084
League of Legends Championship 251,2025,League of Legends,MOBA,Epic Games,Annual,Brazil,5233523
League of Legends Championship 254,2023,League of Legends,MOBA,EA Sports,Bi-Annual,Brazil,1009117
League of Legends Championship 254,2024,League of Legends,MOBA,EA Sports,Bi-Annual,Brazil,1207282
League of Legends Championship 254,2025,League of Legends,MOBA,EA Sports,Bi-Annual,Brazil,1389201
League of Legends Championship 276,2023,League of Legends,MOBA,Activision,Quarterly,United States,1957878
League of Legends Championship 276,2024,League of Legends,MOBA,Activision,Quarterly,United States,2133344
League of Legends Championship 276,2025,League of Legends,MOBA,Activision,Quarterly,United States,2354999
League of Legends Championship 311,2023,League of Legends,MOBA,EA Sports,Annual,Germany,4928603
League of Legends Championship 311,2024,League of Legends,MOBA,EA Sports,Annual,Germany,5637824
League of Legends Championship 311,2025,League of Legends,MOBA,EA Sports,Annual,Germany,6458869
League of Legends Championship 313,2023,League of Legends,MOBA,Psyonix,Bi-Annual,Canada,3460522
League of Legends Championship 313,2024,League of Legends,MOBA,Psyonix,Bi-Annual,Canada,3935159
League of Legends Championship 313,2025,League of Legends,MOBA,Psyonix,Bi-Annual,Canada,4202978
League of Legends Championship 322,2023,League of Legends,MOBA,Capcom,Bi-Annual,France,2909046
League of Legends Championship 322,2024,League of Legends,MOBA,Capcom,Bi-Annual,France,2999594
League of Legends Championship 322,2025,League of Legends,MOBA,Capcom,Bi-Annual,France,3559009
League of Legends Championship 348,2023,League of Legends,MOBA,Capcom,Quarterly,Canada,4773370
League of Legends Championship 348,2024,League of Legends,MOBA,Capcom,Quarterly,Canada,5661560
League of Legends Championship 348,2025,League of Legends,MOBA,Capcom,Quarterly,Canada,6114957
League of Legends Championship 349,2023,League of Legends,MOBA,Valve,Annual,Canada,483252
League of Legends Championship 349,2024,League of Legends,MOBA,Valve,Annual,Canada,615322
League of Legends Championship 349,2025,League of Legends,MOBA,Valve,Annual,Canada,731736
League of Legends Championship 362,2023,League of Legends,MOBA,Ubisoft,Bi-Annual,Canada,2112370
League of Legends Championship 362,2024,League of Legends,MOBA,Ubisoft,Bi-Annual,Canada,2360531
League of Legends Championship 362,2025,League of Legends,MOBA,Ubisoft,Bi-Annual,Canada,2169619
League of Legends Championship 384,2023,League of Legends,MOBA,Krafton,Annual,China,367287
League of Legends Championship 384,2024,League of Legends,MOBA,Krafton,Annual,China,321614
League of Legends Championship 384,2025,League of Legends,MOBA,Krafton,Annual,China,301441
League of Legends Championship 396,2023,League of Legends,MOBA,Riot Games,Quarterly,South Korea,3267344
League of Legends Championship 396,2024,League of Legends,MOBA,Riot Games,Quarterly,South Korea,3768270
League of Legends Championship 396,2025,League of Legends,MOBA,Riot Games,Quarterly,South Korea,4006863
League of Legends Championship 403,2023,League of Legends,MOBA,Tencent,Bi-Annual,Saudi Arabia,2461748
League of Legends Championship 403,2024,League of Legends,MOBA,Tencent,Bi-Annual,Saudi Arabia,2779288
League of Legends Championship 403,2025,League of Legends,MOBA,Tencent,Bi-Annual,Saudi Arabia,3115676
League of Legends Championship 405,2023,League of Legends,MOBA,Tencent,Annual,Japan,2694487
League of Legends Championship 405,2024,League of Legends,MOBA,Tencent,Annual,Japan,3236237
League of Legends Championship 405,2025,League of Legends,MOBA,Tencent,Annual,Japan,3479237
League of Legends Championship 417,2023,League of Legends,MOBA,Tencent,Quarterly,United States,3677392
League of Legends Championship 417,2024,League of Legends,MOBA,Tencent,Quarterly,United States,4301199
League of Legends Championship 417,2025,League of Legends,MOBA,Tencent,Quarterly,China,5232491
League of Legends Championship 420,2023,League of Legends,MOBA,EA Sports,Bi-Annual,China,4513868
League of Legends Championship 420,2024,League of Legends,MOBA,EA Sports,Bi-Annual,China,4013189
League of Legends Championship 420,2025,League of Legends,MOBA,EA Sports,Bi-Annual,China,3532075
League of Legends Championship 431,2023,League of Legends,MOBA,Valve,Annual,South Korea,94270
League of Legends Championship 431,2024,League of Legends,MOBA,Valve,Annual,South Korea,116708
League of Legends Championship 431,2025,League of Legends,MOBA,Valve,Annual,South Korea,127121
League of Legends Championship 441,2023,League of Legends,MOBA,Capcom,Quarterly,Germany,4475380
League of Legends Championship 441,2024,League of Legends,MOBA,Capcom,Quarterly,Germany,5335430
League of Legends Championship 441,2025,League of Legends,MOBA,Capcom,Quarterly,Germany,5545684
League of Legends Championship 445,2023,League of Legends,MOBA,Ubisoft,Quarterly,Germany,4426009
League of Legends Championship 445,2024,League of Legends,MOBA,Ubisoft,Quarterly,Germany,5047318
League of Legends Championship 445,2025,League of Legends,MOBA,Ubisoft,Quarterly,Germany,5525344
League of Legends Championship 447,2023,League of Legends,MOBA,Krafton,Annual,South Korea,1224931
League of Legends Championship 447,2024,League of Legends,MOBA,Krafton,Annual,South Korea,1207056
League of Legends Championship 447,2025,League of Legends,MOBA,Krafton,Annual,South Korea,1197179
League of Legends Championship 451,2023,League of Legends,MOBA,Epic Games,Bi-Annual,Saudi Arabia,2214164
League of Legends Championship 451,2024,League of Legends,MOBA,Epic Games,Bi-Annual,Saudi Arabia,2785562
League of Legends Championship 451,2025,League of Legends,MOBA,Epic Games,Bi-Annual,Saudi Arabia,3296440
League of Legends Championship 452,2023,League of Legends,MOBA,Capcom,Quarterly,China,5319874
League of Legends Championship 452,2024,League of Legends,MOBA,Capcom,Quarterly,China,5540578
League of Legends Championship 452,2025,League of Legends,MOBA,Capcom,Quarterly,China,6210506
League of Legends Championship 467,2023,League of Legends,MOBA,Psyonix,Bi-Annual,Japan,4793702
League of Legends Championship 467,2024,League of Legends,MOBA,Psyonix,Bi-Annual,Japan,5716780
League of Legends Championship 467,2025,League of Legends,MOBA,Psyonix,Bi-Annual,Japan,7109869
League of Legends Championship 471,2023,League of Legends,MOBA,Ubisoft,Bi-Annual,Sweden,2928243
League of Legends Championship 471,2024,League of Legends,MOBA,Ubisoft,Bi-Annual,Germany,3526310
League of Legends Championship 471,2025,League of Legends,MOBA,Ubisoft,Bi-Annual,Japan,4332774
League of Legends Championship 482,2023,League of Legends,MOBA,Ubisoft,Bi-Annual,Brazil,5450460
League of Legends Championship 482,2024,League of Legends,MOBA,Ubisoft,Bi-Annual,Brazil,6361943
League of Legends Championship 482,2025,League of Legends,MOBA,Ubisoft,Bi-Annual,Brazil,6904565
League of Legends Championship 493,2023,League of Legends,MOBA,Krafton,Quarterly,Canada,3795084
League of Legends Championship 493,2024,League of Legends,MOBA,Krafton,Quarterly,Sweden,3905207
League of Legends Championship 493,2025,League of Legends,MOBA,Krafton,Quarterly,Germany,4741658
League of Legends Championship 501,2023,League of Legends,MOBA,Ubisoft,Bi-Annual,China,3020199
League of Legends Championship 501,2024,League of Legends,MOBA,Ubisoft,Bi-Annual,Japan,3506820
League of Legends Championship 501,2025,League of Legends,MOBA,Ubisoft,Bi-Annual,Brazil,3977374
League of Legends Championship 505,2023,League of Legends,MOBA,Ubisoft,Annual,Germany,2533024
League of Legends Championship 505,2024,League of Legends,MOBA,Ubisoft,Annual,Germany,2994202
League of Legends Championship 505,2025,League of Legends,MOBA,Ubisoft,Annual,Germany,3557653
League of Legends Championship 513,2023,League of Legends,MOBA,Tencent,Quarterly,Canada,6158118
League of Legends Championship 513,2024,League of Legends,MOBA,Tencent,Quarterly,Canada,7401212
League of Legends Championship 513,2025,League of Legends,MOBA,Tencent,Quarterly,Canada,8221354
League of Legends Championship 518,2023,League of Legends,MOBA,Activision,Bi-Annual,Brazil,200306
